,TARGET(PRICE_IN_LACS)
7758,34.0
7759,18.8
7760,100.0
7761,59.0
7762,1200.0
7763,63.0
7764,60.5
7765,35.0
7766,150.0
7767,28.0
7768,200.0
7769,92.0
7770,75.0
7771,60.0
7772,140.0
7773,58.0
7774,25.0
7775,69.9
7776,390.0
7777,120.0
7778,150.0
7779,45.0
7780,42.8
7781,56.5
7782,59.7
7783,50.0
7784,230.0
7785,55.0
7786,45.0
7787,29.0
7788,60.0
7789,45.0
7790,35.0
7791,55.0
7792,16.0
7793,220.0
7794,99.9
7795,48.5
7796,76.2
7797,83.3
7798,44.8
7799,75.0
7800,140.0
7801,150.0
7802,90.0
7803,20.0
7804,110.0
7805,55.0
7806,130.0
7807,240.0
7808,36.0
7809,110.0
7810,90.0
7811,180.0
7812,36.8
7813,54.3
7814,75.0
7815,79.9
7816,27.0
7817,14.5
7818,85.0
7819,15.0
7820,50.0
7821,140.0
7822,34.0
7823,100.0
7824,24.0
7825,31.0
7826,75.0
7827,25.9
7828,23.4
7829,320.0
7830,18.0
7831,79.0
7832,110.0
7833,40.4
7834,45.0
7835,38.3
7836,18.0
7837,35.0
7838,45.0
7839,120.0
7840,29.8
7841,65.0
7842,80.0
7843,51.0
7844,81.0
7845,33.0
7846,33.0
7847,77.0
7848,27.5
7849,61.0
7850,31.5
7851,30.0
7852,62.0
7853,100.0
7854,95.0
7855,16.0
7856,57.0
7857,160.0
7858,42.0
7859,100.0
7860,62.0
7861,62.0
7862,140.0
7863,38.0
7864,35.0
7865,61.9
7866,85.5
7867,80.0
7868,250.0
7869,120.0
7870,96.0
7871,68.0
7872,35.0
7873,50.0
7874,33.0
7875,37.5
7876,75.0
7877,35.0
7878,390.0
7879,54.0
7880,90.0
7881,160.0
7882,120.0
7883,42.5
7884,70.0
7885,37.3
7886,28.5
7887,34.5
7888,140.0
7889,36.0
7890,100.0
7891,35.0
7892,430.0
7893,130.0
7894,42.0
7895,160.0
7896,32.0
7897,140.0
7898,40.0
7899,58.2
7900,84.2
7901,49.0
7902,28.6
7903,83.9
7904,92.0
7905,42.0
7906,45.0
7907,100.0
7908,16.5
7909,38.0
7910,96.0
7911,24.0
7912,50.0
7913,75.0
7914,45.0
7915,900.0
7916,67.5
7917,69.0
7918,18.0
7919,63.0
7920,100.0
7921,42.2
7922,89.0
7923,40.3
7924,180.0
7925,440.0
7926,68.0
7927,40.0
7928,270.0
7929,11.1
7930,38.0
7931,65.0
7932,95.0
7933,84.75
7934,35.0
7935,90.0
7936,81.7
7937,72.0
7938,200.0
7939,22.7
7940,80.0
7941,150.0
7942,45.0
7943,220.0
7944,31.0
7945,32.0
7946,34.0
7947,300.0
7948,42.0
7949,47.0
7950,60.0
7951,39.4
7952,25.0
7953,27.0
7954,70.0
7955,180.0
7956,94.0
7957,28.0
7958,24.0
7959,33.0
7960,22.0
7961,51.0
7962,55.0
7963,79.51
7964,18.0
7965,110.0
7966,86.5
7967,270.0
7968,74.3
7969,73.0
7970,100.0
7971,37.0
7972,38.0
7973,23.0
7974,50.0
7975,48.0
7976,65.0
7977,32.0
7978,30.0
7979,35.0
7980,50.0
7981,76.0
7982,34.0
7983,80.0
7984,120.0
7985,29.0
7986,38.0
7987,190.0
7988,150.0
7989,20.0
7990,29.2
7991,24.9
7992,35.0
7993,75.0
7994,40.0
7995,53.0
7996,230.0
7997,30.0
7998,30.0
7999,410.0
8000,49.0
8001,90.0
8002,55.0
8003,30.0
8004,45.0
8005,100.0
8006,51.9
8007,29.0
8008,11.6
8009,97.0
8010,130.0
8011,40.0
8012,15.2
8013,14.0
8014,260.0
8015,180.0
8016,16.5
8017,85.0
8018,40.0
8019,75.0
8020,28.0
8021,44.0
8022,8.6
8023,29.9
8024,140.0
8025,48.0
8026,40.0
8027,40.1
8028,140.0
8029,130.0
8030,35.5
8031,43.9
8032,22.9
8033,39.0
8034,46.0
8035,13.0
8036,70.0
8037,66.0
8038,85.0
8039,25.2
8040,12.0
8041,49.0
8042,75.0
8043,28.0
8044,55.0
8045,55.0
8046,50.0
8047,110.0
8048,42.5
8049,240.0
8050,250.0
8051,200.0
8052,30.0
8053,78.0
8054,18.0
8055,81.2
8056,110.0
8057,250.0
8058,220.0
8059,40.0
8060,22.5
8061,100.0
8062,50.4
8063,68.0
8064,76.0
8065,36.9
8066,150.0
8067,21.0
8068,85.0
8069,52.6
8070,67.0
8071,54.5
8072,57.0
8073,93.8
8074,32.0
8075,13.0
8076,140.0
8077,62.0
8078,54.5
8079,38.8
8080,120.0
8081,35.0
8082,45.4
8083,20.0
8084,33.0
8085,57.0
8086,66.0
8087,17.0
8088,46.0
8089,52.0
8090,59.0
8091,35.0
8092,140.0
8093,67.0
8094,28.0
8095,38.0
8096,31.4
8097,140.0
8098,35.9
8099,39.5
8100,81.0
8101,73.0
8102,42.0
8103,31.1
8104,28.5
8105,420.0
8106,30.0
8107,47.0
8108,160.0
8109,89.7
8110,28.0
8111,55.0
8112,49.1
8113,150.0
8114,8170.0
8115,82.0
8116,61.2
8117,60.0
8118,70.0
8119,19.0
8120,140.0
8121,35.0
8122,40.0
8123,53.9
8124,310.0
8125,570.0
8126,78.0
8127,50.0
8128,21.4
8129,24.5
8130,70.0
8131,48.0
8132,47.0
8133,160.0
8134,110.0
8135,82.0
8136,55.0
8137,25.9
8138,28.0
8139,8800.0
8140,21.0
8141,400.0
8142,470.0
8143,130.0
8144,130.0
8145,80.0
8146,48.7
8147,60.0
8148,91.6
8149,110.0
8150,54.0
8151,120.0
8152,52.5
8153,59.0
8154,200.0
8155,86.6
8156,110.0
8157,70.0
8158,29.9
8159,100.0
8160,75.0
8161,200.0
8162,35.0
8163,100.0
8164,19.5
8165,50.0
8166,32.0
8167,9580.0
8168,67.9
8169,58.3
8170,900.0
8171,77.0
8172,49.0
8173,30.0
8174,86.5
8175,9450.0
8176,16.0
8177,66.0
8178,130.0
8179,28.5
8180,30.0
8181,120.0
8182,29.0
8183,39.9
8184,48.0
8185,120.0
8186,40.5
8187,65.0
8188,70.0
8189,380.0
8190,150.0
8191,110.0
8192,100.0
8193,19.7
8194,47.3
8195,76.0
8196,360.0
8197,35.0
8198,31.9
8199,25.0
8200,130.0
8201,58.0
8202,120.0
8203,140.0
8204,55.0
8205,130.0
8206,110.0
8207,1250.0
8208,44.0
8209,100.0
8210,27.5
8211,110.0
8212,34.2
8213,520.0
8214,13.7
8215,42.5
8216,74.0
8217,68.0
8218,47.0
8219,67.0
8220,46.0
8221,25.0
8222,42.0
8223,110.0
8224,250.0
8225,95.0
8226,120.0
8227,260.0
8228,90.0
8229,51.3
8230,68.0
8231,120.0
8232,45.0
8233,230.0
8234,17.0
8235,72.0
8236,21.2
8237,75.0
8238,37.0
8239,23.0
8240,30.0
8241,320.0
8242,58.5
8243,78.0
8244,130.0
8245,52.0
8246,43.0
8247,320.0
8248,290.0
8249,230.0
8250,55.0
8251,100.0
8252,180.0
8253,430.0
8254,90.0
8255,30.0
8256,110.0
8257,38.0
8258,210.0
8259,140.0
8260,65.0
8261,25.5
8262,33.0
8263,72.6
8264,32.0
8265,50.0
8266,85.0
8267,100.0
8268,65.0
8269,180.0
8270,250.0
8271,100.0
8272,98.0
8273,300.0
8274,170.0
8275,950.0
8276,58.0
8277,78.0
8278,20.5
8279,75.2
8280,81.9
8281,32.0
8282,51.0
8283,100.0
8284,23.0
8285,46.0
8286,21.0
8287,110.0
8288,83.0
8289,25.9
8290,140.0
8291,51.0
8292,700.0
8293,40.0
8294,84.0
8295,35.0
8296,32.5
8297,110.0
8298,48.0
8299,24.7
8300,130.0
8301,50.0
8302,72.0
8303,42.0
8304,36.3
8305,100.0
8306,68.0
8307,85.0
8308,65.0
8309,25.0
8310,33.5
8311,220.0
8312,20.0
8313,20.0
8314,25.0
8315,51.0
8316,20.2
8317,55.0
8318,150.0
8319,61.0
8320,65.0
8321,180.0
8322,62.0
8323,110.0
8324,21.9
8325,170.0
8326,26.7
8327,110.0
8328,34.2
8329,25.7
8330,330.0
8331,32.0
8332,800.0
8333,60.0
8334,44.0
8335,52.0
8336,110.0
8337,60.0
8338,25.0
8339,250.0
8340,45.0
8341,160.0
8342,190.0
8343,140.0
8344,90.0
8345,98.0
8346,76.0
8347,1.0
8348,45.0
8349,42.0
8350,29.0
8351,42.0
8352,31.8
8353,19.9
8354,38.0
8355,950.0
8356,190.0
8357,52.0
8358,50.0
8359,99.9
8360,8.0
8361,120.0
8362,130.0
8363,45.0
8364,50.0
8365,93.7
8366,15.9
8367,95.0
8368,55.0
8369,70.0
8370,120.0
8371,35.2
8372,28.0
8373,23.5
8374,130.0
8375,120.0
8376,150.0
8377,45.0
8378,150.0
8379,17.3
8380,100.0
8381,420.0
8382,97.0
8383,67.8
8384,38.0
8385,150.0
8386,63.0
8387,100.0
8388,65.0
8389,18.5
8390,66.0
8391,25.0
8392,170.0
8393,65.0
8394,74.0
8395,35.0
8396,36.0
8397,210.0
8398,70.0
8399,37.0
8400,28.0
8401,39.6
8402,95.0
8403,50.0
8404,64.6
8405,160.0
8406,43.0
8407,52.0
8408,12.5
8409,72.0
8410,37.0
8411,30.0
8412,55.0
8413,16.6
8414,50.5
8415,120.0
8416,62.0
8417,73.0
8418,40.1
8419,25.7
8420,50.0
8421,170.0
8422,53.2
8423,95.0
8424,180.0
8425,80.0
8426,46.1
8427,54.7
8428,390.0
8429,62.0
8430,48.5
8431,100.0
8432,15.6
8433,140.0
8434,30.0
8435,4.9
8436,54.0
8437,56.5
8438,99.0
8439,160.0
8440,20.0
8441,27.7
8442,65.0
8443,87.0
8444,70.0
8445,82.7
8446,32.0
8447,30.0
8448,34.0
8449,42.0
8450,91.9
8451,55.0
8452,15.0
8453,81.9
8454,15.0
8455,30.0
8456,47.7
8457,45.0
8458,160.0
8459,50.0
8460,76.0
8461,280.0
8462,60.0
8463,360.0
8464,45.0
8465,85.0
8466,120.0
8467,23.4
8468,50.0
8469,600.0
8470,25.0
8471,39.0
8472,19.0
8473,280.0
8474,95.0
8475,29.0
8476,45.0
8477,110.0
8478,38.0
8479,91.9
8480,78.5
8481,56.3
8482,64.0
8483,69.0
8484,200.0
8485,92.0
8486,280.0
8487,70.0
8488,48.1
8489,150.0
8490,150.0
8491,38.0
8492,100.0
8493,23.5
8494,25.0
8495,1090.0
8496,150.0
8497,16.0
8498,55.0
8499,12.5
8500,47.0
8501,25.5
8502,50.0
8503,50.0
8504,150.0
8505,50.0
8506,21.0
8507,170.0
8508,32.0
8509,75.0
8510,54.0
8511,53.0
8512,110.0
8513,32.5
8514,45.0
8515,28.4
8516,27.5
8517,25.8
8518,35.0
8519,79.0
8520,56.0
8521,120.0
8522,95.5
8523,40.0
8524,95.0
8525,110.0
8526,99.0
8527,60.0
8528,190.0
8529,50.0
8530,80.0
8531,1050.0
8532,68.0
8533,40.0
8534,96.0
8535,67.0
8536,48.0
8537,27.0
8538,94.5
8539,50.0
8540,260.0
8541,140.0
8542,12.0
8543,39.0
8544,24.0
8545,89.0
8546,19.3
8547,24.0
8548,170.0
8549,140.0
8550,60.0
8551,36.0
8552,92.0
8553,77.0
8554,56.3
8555,57.0
8556,35.0
8557,9000.0
8558,70.5
8559,46.8
8560,49.0
8561,11.5
8562,110.0
8563,35.0
8564,90.0
8565,170.0
8566,45.0
8567,130.0
8568,77.0
8569,230.0
8570,380.0
8571,15.0
8572,19.0
8573,320.0
8574,20.0
8575,76.9
8576,18.5
8577,46.3
8578,40.0
8579,110.0
8580,66.0
8581,210.0
8582,160.0
8583,120.0
8584,260.0
8585,31.0
8586,110.0
8587,24.0
8588,85.0
8589,36.9
8590,16.7
8591,110.0
8592,29.5
8593,33.0
8594,65.0
8595,410.0
8596,50.0
8597,75.0
8598,38.0
8599,65.0
8600,42.0
8601,80.0
8602,36.0
8603,38.5
8604,38.8
8605,46.4
8606,620.0
8607,39.5
8608,71.5
8609,62.0
8610,36.0
8611,170.0
8612,21.0
8613,80.0
8614,50.0
8615,62.0
8616,18.0
8617,95.0
8618,130.0
8619,64.0
8620,120.0
8621,84.2
8622,31.0
8623,25.0
8624,47.0
8625,25.0
8626,90.0
8627,380.0
8628,27.6
8629,85.0
8630,22.0
8631,46.0
8632,110.0
8633,33.0
8634,120.0
8635,190.0
8636,19.6
8637,31.0
8638,11.2
8639,28.0
8640,85.0
8641,19.0
8642,18.0
8643,690.0
8644,45.9
8645,52.0
8646,130.0
8647,58.0
8648,870.0
8649,36.0
8650,41.0
8651,270.0
8652,19.8
8653,160.0
8654,60.0
8655,240.0
8656,71.2
8657,40.0
8658,57.0
8659,40.0
8660,73.0
8661,80.8
8662,65.0
8663,33.4
8664,35.0
8665,37.0
8666,30.0
8667,80.0
8668,40.0
8669,31.9
8670,48.0
8671,500.0
8672,82.0
8673,60.0
8674,57.0
8675,41.0
8676,22.0
8677,43.0
8678,360.0
8679,33.0
8680,48.0
8681,58.0
8682,36.0
8683,170.0
8684,180.0
8685,35.9
8686,99.0
8687,100.0
8688,26.3
8689,32.0
8690,98.0
8691,86.0
8692,38.0
8693,30.0
8694,7400.0
8695,55.0
8696,210.0
8697,150.0
8698,70.0
8699,55.0
8700,66.8
8701,80.0
8702,75.0
8703,31.5
8704,110.0
8705,74.0
8706,290.0
8707,77.0
8708,94.9
8709,62.0
8710,59.0
8711,31.8
8712,34.0
8713,50.0
8714,210.0
8715,47.0
8716,350.0
8717,35.0
8718,32.0
8719,85.0
8720,19.0
8721,230.0
8722,19.0
8723,24.0
8724,180.0
8725,100.0
8726,54.0
8727,91.9
8728,26.0
8729,87.0
8730,42.0
8731,58.0
8732,72.0
8733,49.0
8734,12.5
8735,40.0
8736,30.0
8737,72.0
8738,62.0
8739,73.0
8740,75.0
8741,25.0
8742,65.0
8743,26.5
8744,41.0
8745,55.0
8746,37.1
8747,65.0
8748,48.0
8749,120.0
8750,60.0
8751,330.0
8752,16.0
8753,260.0
8754,110.0
8755,21.0
8756,350.0
8757,77.6
8758,26.0
8759,25.4
8760,230.0
8761,50.0
8762,49.9
8763,150.0
8764,130.0
8765,99.9
8766,82.6
8767,90.0
8768,250.0
8769,28.1
8770,130.0
8771,170.0
8772,70.0
8773,22.0
8774,34.0
8775,23.0
8776,15.0
8777,46.0
8778,79.0
8779,60.0
8780,47.0
8781,250.0
8782,45.0
8783,350.0
8784,52.0
8785,23.0
8786,160.0
8787,41.0
8788,38.0
8789,190.0
8790,21.0
8791,33.5
8792,40.0
8793,28.0
8794,210.0
8795,26.0
8796,100.0
8797,80.0
8798,72.0
8799,280.0
8800,44.0
8801,200.0
8802,180.0
8803,160.0
8804,32.0
8805,21.0
8806,67.0
8807,20.1
8808,32.5
8809,85.0
8810,35.0
8811,130.0
8812,42.0
8813,33.0
8814,150.0
8815,950.0
8816,79.0
8817,56.2
8818,65.0
8819,310.0
8820,38.5
8821,190.0
8822,27.0
8823,120.0
8824,44.9
8825,110.0
8826,49.0
8827,190.0
8828,42.0
8829,50.0
8830,7360.0
8831,25.0
8832,16.0
8833,17.1
8834,60.0
8835,71.0
8836,82.0
8837,84.5
8838,70.0
8839,220.0
8840,60.0
8841,43.0
8842,300.0
8843,45.0
8844,54.9
8845,48.0
8846,23.0
8847,31.8
8848,80.0
8849,64.6
8850,170.0
8851,53.0
8852,30.0
8853,53.0
8854,120.0
8855,42.0
8856,68.0
8857,85.0
8858,89.1
8859,20.0
8860,34.0
8861,190.0
8862,51.9
8863,120.0
8864,42.8
8865,25.9
8866,27.0
8867,29.0
8868,63.0
8869,46.0
8870,99.0
8871,75.0
8872,500.0
8873,260.0
8874,120.0
8875,81.8
8876,23.0
8877,410.0
8878,54.9
8879,150.0
8880,220.0
8881,35.0
8882,52.0
8883,180.0
8884,71.0
8885,58.0
8886,110.0
8887,43.0
8888,280.0
8889,35.0
8890,34.0
8891,71.5
8892,100.0
8893,80.0
8894,35.0
8895,38.0
8896,48.0
8897,250.0
8898,46.9
8899,48.0
8900,82.0
8901,45.0
8902,36.0
8903,240.0
8904,500.0
8905,18.5
8906,36.0
8907,55.0
8908,200.0
8909,72.0
8910,22.8
8911,75.0
8912,84.9
8913,1020.0
8914,310.0
8915,21.0
8916,160.0
8917,85.0
8918,65.0
8919,33.0
8920,250.0
8921,120.0
8922,310.0
8923,35.0
8924,39.0
8925,43.0
8926,19.0
8927,40.0
8928,240.0
8929,18.7
8930,42.0
8931,3200.0
8932,36.5
8933,750.0
8934,48.0
8935,60.3
8936,33.0
8937,280.0
8938,23.0
8939,78.0
8940,75.0
8941,110.0
8942,100.0
8943,140.0
8944,14.5
8945,45.0
8946,41.0
8947,70.0
8948,75.0
8949,30.5
8950,38.0
8951,74.0
8952,24.0
8953,65.0
8954,85.0
8955,90.0
8956,77.0
8957,27.0
8958,40.0
8959,240.0
8960,36.0
8961,340.0
8962,25.0
8963,32.0
8964,31.9
8965,88.0
8966,40.0
8967,45.0
8968,48.0
8969,12.0
8970,66.9
8971,60.9
8972,38.0
8973,26.0
8974,110.0
8975,120.0
8976,42.0
8977,22.0
8978,160.0
8979,75.0
8980,220.0
8981,280.0
8982,56.9
8983,40.5
8984,190.0
8985,48.0
8986,69.9
8987,39.7
8988,61.5
8989,80.0
8990,240.0
8991,43.5
8992,25.0
8993,66.0
8994,45.0
8995,16.0
8996,160.0
8997,86.0
8998,61.5
8999,80.0
9000,20.7
9001,25.0
9002,88.3
9003,240.0
9004,62.0
9005,50.0
9006,230.0
9007,35.0
9008,70.0
9009,230.0
9010,100.0
9011,23.0
9012,85.0
9013,48.0
9014,75.0
9015,87.5
9016,67.1
9017,27.5
9018,54.0
9019,67.0
9020,300.0
9021,100.0
9022,150.0
9023,20.0
9024,39.0
9025,120.0
9026,10.0
9027,52.0
9028,58.0
9029,59.0
9030,120.0
9031,300.0
9032,40.0
9033,48.0
9034,180.0
9035,72.5
9036,9240.0
9037,400.0
9038,49.0
9039,520.0
9040,300.0
9041,270.0
9042,25.0
9043,31.0
9044,33.5
9045,89.0
9046,260.0
9047,150.0
9048,30.1
9049,160.0
9050,46.0
9051,32.0
9052,43.1
9053,210.0
9054,230.0
9055,65.0
9056,140.0
9057,67.0
9058,90.0
9059,53.0
9060,87.0
9061,30.0
9062,170.0
9063,130.0
9064,82.5
9065,160.0
9066,43.5
9067,190.0
9068,4590.0
9069,19.9
9070,130.0
9071,60.0
9072,90.5
9073,24.3
9074,300.0
9075,73.0
9076,62.0
9077,65.0
9078,75.0
9079,98.0
9080,99.0
9081,380.0
9082,17.5
9083,30.0
9084,55.0
9085,72.7
9086,76.0
9087,38.0
9088,31.9
9089,31.0
9090,14.9
9091,78.0
9092,82.0
9093,46.0
9094,59.0
9095,45.9
9096,42.9
9097,21.0
9098,160.0
9099,45.0
9100,44.0
9101,90.0
9102,51.2
9103,84.0
9104,65.8
9105,65.0
9106,90.0
9107,16.5
9108,60.2
9109,52.9
9110,100.0
9111,210.0
9112,63.0
9113,92.0
9114,60.0
9115,24.0
9116,77.0
9117,26.0
9118,52.0
9119,60.0
9120,230.0
9121,36.0
9122,70.0
9123,31.0
9124,68.7
9125,250.0
9126,70.0
9127,80.0
9128,75.9
9129,49.0
9130,68.1
9131,100.0
9132,76.0
9133,230.0
9134,48.5
9135,56.0
9136,47.3
9137,98.0
9138,67.0
9139,110.0
9140,210.0
9141,67.0
9142,38.0
9143,42.0
9144,110.0
9145,280.0
9146,20.0
9147,69.0
9148,30.5
9149,13.0
9150,130.0
9151,160.0
9152,36.0
9153,60.0
9154,45.0
9155,170.0
9156,38.9
9157,80.0
9158,170.0
9159,80.0
9160,40.0
9161,170.0
9162,36.5
9163,39.0
9164,40.0
9165,18.1
9166,70.0
9167,150.0
9168,76.0
9169,64.0
9170,55.0
9171,180.0
9172,10.0
9173,37.0
9174,28.0
9175,140.0
9176,55.0
9177,52.1
9178,41.0
9179,56.5
9180,310.0
9181,62.0
9182,120.0
9183,35.0
9184,45.0
9185,58.1
9186,130.0
9187,100.0
9188,220.0
9189,45.0
9190,17.5
9191,58.6
9192,300.0
9193,70.0
9194,76.3
9195,38.0
9196,35.0
9197,53.5
9198,27.0
9199,78.1
9200,37.0
9201,22.5
9202,150.0
9203,27.0
9204,340.0
9205,41.0
9206,130.0
9207,260.0
9208,53.5
9209,30.0
9210,150.0
9211,22.0
9212,43.7
9213,53.0
9214,53.9
9215,57.0
9216,49.0
9217,20.0
9218,93.8
9219,36.0
9220,35.0
9221,200.0
9222,30.0
9223,16.5
9224,80.0
9225,18.0
9226,75.0
9227,310.0
9228,70.0
9229,120.0
9230,57.0
9231,71.1
9232,190.0
9233,580.0
9234,33.0
9235,15.0
9236,68.0
9237,65.0
9238,62.0
9239,44.0
9240,70.0
9241,230.0
9242,36.0
9243,13.0
9244,180.0
9245,85.0
9246,46.0
9247,65.0
9248,110.0
9249,230.0
9250,10.0
9251,12.6
9252,200.0
9253,190.0
9254,240.0
9255,38.0
9256,450.0
9257,100.0
9258,21.0
9259,10.5
9260,20.0
9261,150.0
9262,100.0
9263,32.5
9264,90.0
9265,69.0
9266,60.0
9267,120.0
9268,13.0
9269,32.0
9270,960.0
9271,48.3
9272,46.0
9273,80.0
9274,170.0
9275,660.0
9276,22.0
9277,60.0
9278,63.2
9279,90.0
9280,85.0
9281,41.7
9282,70.0
9283,650.0
9284,250.0
9285,24.0
9286,160.0
9287,150.0
9288,12.0
9289,30.0
9290,55.9
9291,35.0
9292,110.0
9293,230.0
9294,86.6
9295,35.0
9296,62.0
9297,250.0
9298,26.0
9299,44.5
9300,45.0
9301,160.0
9302,37.0
9303,32.0
9304,30.0
9305,110.0
9306,47.0
9307,20.0
9308,72.0
9309,90.0
9310,68.0
9311,70.0
9312,120.0
9313,28.0
9314,130.0
9315,150.0
9316,31.5
9317,170.0
9318,62.0
9319,90.0
9320,42.0
9321,190.0
9322,26.0
9323,33.7
9324,150.0
9325,50.0
9326,190.0
9327,100.0
9328,54.0
9329,26.5
9330,49.0
9331,45.0
9332,45.0
9333,77.0
9334,56.0
9335,27.1
9336,240.0
9337,230.0
9338,74.7
9339,39.0
9340,74.0
9341,31.0
9342,35.0
9343,15.0
9344,27.0
9345,26.3
9346,78.0
9347,30.0
9348,55.0
9349,280.0
9350,16.5
9351,80.0
9352,90.0
9353,170.0
9354,26.0
9355,70.0
9356,65.0
9357,55.0
9358,23.9
9359,47.2
9360,45.0
9361,56.6
9362,37.0
9363,55.2
9364,40.0
9365,30.0
9366,85.0
9367,47.9
9368,320.0
9369,73.0
9370,81.0
9371,13.2
9372,60.0
9373,65.0
9374,94.0
9375,25.0
9376,77.9
9377,35.0
9378,260.0
9379,91.0
9380,18.0
9381,29.0
9382,110.0
9383,160.0
9384,47.0
9385,60.0
9386,31.3
9387,30.0
9388,86.9
9389,160.0
9390,35.0
9391,34.0
9392,66.0
9393,95.0
9394,28.0
9395,72.0
9396,70.0
9397,80.0
9398,62.0
9399,30.0
9400,95.0
9401,27.9
9402,68.0
9403,48.0
9404,63.0
9405,83.6
9406,90.0
9407,42.3
9408,22.5
9409,65.0
9410,21.3
9411,40.0
9412,310.0
9413,30.0
9414,38.0
9415,34.0
9416,27.9
9417,21.0
9418,65.0
9419,90.0
9420,110.0
9421,86.9
9422,80.0
9423,60.9
9424,130.0
9425,170.0
9426,48.8
9427,35.6
9428,25.7
9429,70.0
9430,44.0
9431,40.0
9432,45.0
9433,88.0
9434,120.0
9435,55.0
9436,75.2
9437,140.0
9438,40.0
9439,80.0
9440,140.0
9441,35.5
9442,190.0
9443,140.0
9444,50.5
9445,45.9
9446,300.0
9447,52.0
9448,110.0
9449,54.1
9450,270.0
9451,110.0
9452,120.0
9453,26.5
9454,8860.0
9455,110.0
9456,12.5
9457,170.0
9458,45.0
9459,63.5
9460,45.0
9461,120.0
9462,100.0
9463,40.0
9464,86.9
9465,200.0
9466,7.4
9467,230.0
9468,40.0
9469,62.0
9470,340.0
9471,150.0
9472,85.0
9473,110.0
9474,96.0
9475,180.0
9476,70.0
9477,40.0
9478,56.0
9479,100.0
9480,68.0
9481,42.0
9482,102.0
9483,25.0
9484,300.0
9485,40.0
9486,8610.0
9487,28.9
9488,50.0
9489,100.0
9490,47.8
9491,210.0
9492,300.0
9493,46.0
9494,130.0
9495,37.0
9496,99.0
9497,45.0
9498,77.5
9499,47.0
9500,39.0
9501,42.0
9502,110.0
9503,52.0
9504,2000.0
9505,100.0
9506,13.9
9507,270.0
9508,29.5
9509,90.0
9510,230.0
9511,850.0
9512,64.0
9513,110.0
9514,60.0
9515,140.0
9516,68.0
9517,40.0
9518,71.0
9519,75.0
9520,270.0
9521,24.5
9522,28.0
9523,22.5
9524,48.6
9525,46.0
9526,25.0
9527,800.0
9528,31.0
9529,38.5
9530,58.4
9531,40.0
9532,85.0
9533,36.0
9534,100.0
9535,50.0
9536,55.0
9537,53.7
9538,30.0
9539,1200.0
9540,12.0
9541,85.0
9542,80.0
9543,36.0
9544,24.0
9545,86.0
9546,1800.0
9547,85.0
9548,37.0
9549,26.0
9550,850.0
9551,6.0
9552,73.0
9553,65.0
9554,44.9
9555,110.0
9556,73.2
9557,21.5
9558,48.7
9559,85.0
9560,24.0
9561,26.3
9562,50.0
9563,24.0
9564,24.5
9565,380.0
9566,270.0
9567,18.5
9568,180.0
9569,65.5
9570,35.0
9571,45.0
9572,35.6
9573,37.0
9574,32.0
9575,22.9
9576,32.0
9577,62.6
9578,16.0
9579,130.0
9580,23.0
9581,65.0
9582,27.5
9583,50.2
9584,33.0
9585,79.0
9586,120.0
9587,62.9
9588,25.0
9589,40.0
9590,72.0
9591,72.0
9592,160.0
9593,35.0
9594,47.0
9595,15.0
9596,32.0
9597,12.0
9598,20.0
9599,180.0
9600,150.0
9601,38.0
9602,22.9
9603,44.7
9604,65.0
9605,82.1
9606,25.7
9607,120.0
9608,70.0
9609,200.0
9610,120.0
9611,87.0
9612,36.0
9613,45.0
9614,57.0
9615,40.8
9616,23.0
9617,38.9
9618,30.0
9619,50.7
9620,39.0
9621,20.4
9622,27.0
9623,110.0
9624,200.0
9625,82.0
9626,12.0
9627,41.8
9628,64.0
9629,45.0
9630,40.0
9631,36.0
9632,97.0
9633,29.0
9634,29.2
9635,48.0
9636,57.3
9637,28.0
9638,55.0
9639,100.0
9640,120.0
9641,72.0
9642,40.0
9643,420.0
9644,42.9
9645,380.0
9646,89.0
9647,42.0
9648,10.0
9649,26.0
9650,120.0
9651,7300.0
9652,35.0
9653,130.0
9654,29.0
9655,50.0
9656,31.0
9657,17.0
9658,31.9
9659,90.0
9660,58.0
9661,65.6
9662,66.0
9663,77.7
9664,30.5
9665,140.0
9666,80.0
9667,58.0
9668,60.0
9669,89.3
9670,58.6
9671,47.5
9672,33.0
9673,45.0
9674,52.0
9675,22.7
9676,310.0
9677,120.0
9678,120.0
9679,48.0
9680,220.0
9681,27.0
9682,33.1
9683,38.8
9684,120.0
9685,150.0
9686,70.0
9687,200.0
9688,48.0
9689,44.5
9690,65.0
9691,40.0
9692,76.9
9693,33.7
9694,29.5
9695,40.9
9696,20.5
9697,57.9
9698,95.0
9699,160.0
9700,200.0
9701,78.5
9702,66.9
9703,200.0
9704,73.0
9705,80.0
9706,42.8
9707,95.0
9708,48.0
9709,370.0
9710,46.0
9711,17.5
9712,130.0
9713,35.0
9714,29.5
9715,110.0
9716,55.5
9717,34.5
9718,39.5
9719,30.2
9720,52.0
9721,130.0
9722,46.2
9723,34.0
9724,41.5
9725,130.0
9726,290.0
9727,29.1
9728,65.0
9729,71.0
9730,32.1
9731,90.0
9732,45.0
9733,100.0
9734,76.5
9735,27.8
9736,61.8
9737,84.0
9738,25.0
9739,95.0
9740,59.0
9741,100.0
9742,54.0
9743,67.8
9744,50.0
9745,85.0
9746,36.0
9747,60.8
9748,50.0
9749,56.7
9750,59.9
9751,85.0
