,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE
6786,2,0,0,1,0,665.0430872999998,1,1,1436,13.008071,77.65129499999998
6787,2,0,0,1,0,600.1500375,1,1,97,24.395822,78.989627
6788,1,1,0,1,0,385.0473287,0,1,6248,24.69028,78.41889
6789,2,0,1,3,0,2700.457000000001,1,1,5075,28.40473,77.367514
6790,1,0,0,2,0,1105.198526,1,1,1907,18.49667,73.94167
6791,1,0,0,3,0,1895.043732,1,1,5484,28.397468,76.945489
6792,2,0,0,3,0,1738.016831,1,1,5409,28.6221,77.3674
6793,1,0,0,4,0,1757.1967539999996,1,1,6090,12.91668,77.59196
6794,2,0,0,3,0,1500.115393,1,1,2190,13.09,80.27
6795,1,1,1,3,0,1150.131694,0,1,5510,28.409485,76.90923599999998
6796,1,0,1,3,0,1300.169587,1,1,3869,28.579004,77.431173
6797,2,0,0,2,0,1230.1255230000004,1,1,5447,28.577673,77.389781
6798,2,1,0,2,0,1155.17555,0,1,5741,28.66667,77.41667
6799,1,1,1,2,0,649.2018636,0,0,2478,19.1955,72.8728
6800,2,1,0,1,0,349.9562555,0,1,1115,27.674191,76.69518599999998
6801,2,0,0,2,0,1205.1343,1,1,4135,20.353795,85.82101999999998
6802,2,0,0,2,0,750.30012,1,1,6170,21.52,70.47
6803,2,0,0,3,0,1750.036459,1,1,849,13.033421,77.603954
6804,1,0,0,3,0,1810.385898,1,1,3195,26.850391,75.814198
6805,1,1,1,2,0,609.127363,0,0,3875,13.071197,80.170051
6806,1,1,1,2,0,94509.45095,0,0,2684,18.5438,73.9438
6807,1,1,1,2,0,1198.039216,0,0,5424,28.376683,77.047179
6808,2,0,0,2,0,968.6168152,1,1,1331,19.200163,73.20969000000002
6809,2,0,1,2,0,1150.035386,1,1,5141,28.587711,77.403123
6810,1,0,0,3,0,1402.978632,1,1,4914,19.033956,73.075342
6811,1,0,0,3,0,1525.74698,1,1,3849,22.760061,75.928572
6812,2,0,0,3,0,1220.362622,1,1,118,22.7808,86.1522
6813,2,0,0,3,0,950.1871581,1,1,686,22.498882,88.31755600000002
6814,1,0,0,1,0,600.0774293,1,1,1830,22.312358,73.145436
6815,2,0,0,2,0,1127.395716,1,1,4127,22.485666,70.058918
6816,2,1,1,3,0,1500.0789519999996,0,1,1533,12.8458,77.6727
6817,2,0,0,2,0,1070.016283,1,1,3746,12.96991,77.59796
6818,2,0,0,2,0,1099.807534,1,1,6417,17.45,78.5
6819,2,0,0,3,0,1374.885426,1,1,2018,23.928951,86.523706
6820,2,0,1,3,0,1050.0,1,1,2572,23.185756,77.498465
6821,1,0,1,2,0,1232.0328539999996,1,1,1983,13.0306,77.6485
6822,1,0,0,2,0,1070.090958,1,1,36,12.905368,77.580403
6823,1,0,0,3,0,1775.147929,1,1,6659,12.9958935,77.761394
6824,2,0,0,2,0,775.1937984,1,1,4622,10.794455,79.151794
6825,1,0,0,3,0,1300.0037140000004,1,1,6531,19.103831,72.837361
6826,2,0,0,2,0,900.1956947000001,1,1,6510,21.765,72.13694
6827,1,0,0,3,0,2200.00704,1,1,489,18.96667,72.83333
6828,1,1,1,3,0,1610.570236,0,1,6708,30.662283,76.822397
6829,2,0,0,1,0,500.0,1,1,1396,18.430375,73.815337
6830,1,0,0,2,0,1225.114855,1,1,564,18.097689000000006,74.735239
6831,1,0,0,3,0,2100.210021,1,1,2686,18.5438,73.9438
6832,2,0,0,2,0,712.0253165,1,1,668,22.50686,88.223965
6833,1,1,0,5,0,2440.368417,0,1,5390,28.606007,77.359111
6834,1,0,1,3,0,1904.535174,1,1,906,18.568231,73.83652
6835,2,0,0,1,0,785.0320555,1,1,1534,12.840956,77.659441
6836,2,0,0,2,0,1000.0,1,1,3276,13.112592,77.43476700000002
6837,1,0,0,1,0,565.1105651,1,1,2365,9.930471,76.271273
6838,2,0,0,2,0,1200.087279,1,1,1534,12.840956,77.659441
6839,2,0,0,2,0,1200.120012,1,1,4098,21.148696,79.16328399999998
6840,1,1,1,1,0,679.4117647,0,0,2764,19.249861,72.96386600000002
6841,2,0,0,1,0,350.05834310000006,1,1,4862,19.848361,75.30646899999998
6842,1,0,0,2,0,1061.041069,1,1,6249,18.973908,73.02510600000002
6843,1,0,1,4,0,2878.787879,1,0,5118,28.510825,77.006087
6844,1,0,1,3,0,2113.792496,1,1,5105,28.479440000000004,76.971432
6845,1,1,1,2,0,513.9056832,0,0,737,24.862517,78.28246700000003
6846,2,0,0,4,0,5000.0,1,1,2962,18.980816,75.755636
6847,1,0,0,2,0,1161.072409,1,1,6394,12.9407,77.7466
6848,2,0,0,2,0,1210.0,1,1,324,9.923334,78.14868
6849,2,0,0,2,0,1010.10101,1,1,2814,26.474702,74.595478
6850,2,0,0,2,0,1100.28293,1,1,2141,12.905368,77.580403
6851,2,0,0,2,0,1189.591078,1,1,4587,17.009386,82.255525
6852,2,0,0,1,0,570.0532049999998,1,1,3314,19.674665,72.769361
6853,1,1,1,3,0,908.0,0,0,738,20.742166,80.104602
6854,2,0,0,1,0,500.0,1,1,150,26.928785,75.828002
6855,1,1,1,2,0,551.5789474,0,0,571,19.222101,72.988231
6856,1,0,1,1,0,680.1228609,1,1,6023,19.076057,73.097319
6857,1,0,0,3,0,1452.098459,1,1,3830,22.5922,88.484911
6858,1,0,0,3,0,2888.5679370000007,1,1,1975,13.04034,77.591347
6859,2,0,1,2,0,915.2086137,1,1,5732,29.96667,78.16667
6860,1,0,0,3,0,3083.700441,1,1,6685,13.11389,77.59833
6861,1,0,0,2,0,1195.121951,1,1,2279,28.66667,77.41667
6862,1,0,0,3,0,1605.394124,1,1,6221,13.34222,77.10167
6863,1,1,1,2,0,50300.71077,0,0,2139,18.96,72.82
6864,1,0,1,2,0,1248.025276,1,1,5641,27.553339,78.673469
6865,2,0,0,2,0,1042.287076,1,1,6706,21.033401,79.491924
6866,1,1,0,1,0,376.2525997,0,1,891,19.811319,72.76894
6867,1,0,0,1,0,524.9895002000002,1,1,3576,24.69028,78.41889
6868,1,0,0,2,0,1318.181818,1,1,6006,22.66667,75.75
6869,1,0,0,1,0,750.0707614,1,1,4953,19.049989,73.077321
6870,2,0,0,1,0,645.0351837000002,1,1,2292,17.633868,75.916674
6871,0,0,0,3,0,1314.285714,1,0,3074,13.0631,80.1719
6872,1,1,1,1,0,650.0127453,0,1,3139,19.218498,72.992114
6873,1,0,1,3,0,2432.432432,1,1,5455,28.560719,77.386208
6874,2,0,0,3,0,1735.3077280000002,1,1,5823,22.830053,86.158521
6875,0,0,0,2,0,1763.357028,1,0,529,15.488915,73.910061
6876,1,0,1,2,0,877.7598277000002,1,1,3649,24.69028,78.41889
6877,1,0,0,1,0,560.0068924,1,1,754,19.02767,72.88001
6878,1,0,0,3,0,1566.068515,1,1,4006,21.17,72.83
6879,1,0,0,3,0,1877.035051,1,1,5476,28.392686,76.959391
6880,1,0,0,3,0,1395.11709,1,1,931,18.96667,72.83333
6881,1,0,1,2,0,1278.129395,1,1,6659,12.9958935,77.761394
6882,1,1,0,3,0,634.0260655000002,0,1,3141,19.218498,72.992114
6883,2,1,0,2,0,750.0468779,0,1,3121,22.486821,88.233267
6884,1,0,0,3,0,1101.152369,1,1,466,22.69995,88.390833
6885,2,0,0,3,0,1235.0035289999996,1,1,2131,13.035866,80.135164
6886,1,0,0,3,0,2400.0,1,1,1975,13.04034,77.591347
6887,1,0,1,4,0,3258.721086,1,1,6598,19.014858,72.8662
6888,1,0,0,3,0,1790.243175,1,1,4687,30.382066,78.123734
6889,1,0,1,2,0,1068.12557,1,1,1452,12.96991,77.59796
6890,2,0,1,2,0,1035.001882,1,1,5449,28.576117,77.382136
6891,2,0,0,3,0,1340.070299,1,1,2349,12.9816,77.6729
6892,1,1,1,3,0,1264.93324,0,1,3472,19.1759,72.9522
6893,1,1,0,3,0,1995.305164,0,1,6264,20.26444,85.82806
6894,2,0,0,2,0,1200.0,1,1,1295,20.333452,85.825738
6895,1,1,1,4,0,2090.322581,0,1,6708,30.662283,76.822397
6896,1,0,0,3,0,1808.590806,1,1,2878,28.874383,77.113251
6897,1,0,1,2,0,1100.110011,1,1,4391,13.219742000000002,76.698537
6898,1,0,1,2,0,1234.290844,1,1,829,12.924893,77.700727
6899,1,0,0,3,0,1260.473588,1,1,3202,13.0133,80.17286
6900,1,0,0,2,0,1033.057851,1,1,4960,19.049989,73.077321
6901,1,0,1,3,0,1306.884481,1,1,4422,26.900926,75.775927
6902,2,0,0,1,0,600.0,1,1,3240,22.271214,73.188827
6903,1,0,1,3,0,1625.37556,1,1,1082,19.05871,72.89969
6904,0,1,1,2,0,754.7760727000001,0,0,6052,22.261354,73.215533
6905,2,0,0,1,0,550.1222494,1,1,921,25.180011,75.887227
6906,1,0,1,3,0,1160.862355,1,0,5777,26.606357,80.114695
6907,1,0,0,1,0,650.0742942,1,1,4330,18.637802,73.745912
6908,2,0,0,1,0,375.0721293,1,1,2519,12.872092,79.974048
6909,1,0,0,3,0,1460.234681,1,1,6708,30.662283,76.822397
6910,2,0,0,2,0,1084.860174,1,1,1997,21.106063,79.00644100000002
6911,1,0,0,3,0,1619.659313,1,1,5066,28.38016,77.369936
6912,1,1,1,2,0,1000.0,0,1,1907,18.49667,73.94167
6913,1,0,0,4,0,4150.238639,1,1,5514,28.5216,77.3863
6914,1,0,1,4,0,2282.5,1,0,6191,26.16667,75.78333
6915,1,0,1,2,0,769.1301503999998,1,0,2686,18.5438,73.9438
6916,1,1,0,3,0,1308.695652,0,1,4635,26.134947,91.797708
6917,1,0,0,2,0,1100.110011,1,1,5315,19.038205,73.06612
6918,1,0,1,3,0,1850.038089,1,1,132,28.9196,76.8972
6919,1,1,1,3,0,1346.869712,0,1,6708,30.662283,76.822397
6920,2,0,1,2,0,1100.0,1,1,3403,28.678014,77.38296
6921,1,0,1,3,0,1408.915795,1,1,122,30.696627000000003,76.693764
6922,1,1,0,3,0,1521.690768,0,1,1684,22.403867,88.47000600000001
6923,1,0,0,3,0,1375.0254630000004,1,1,2014,19.227164,72.971621
6924,1,1,1,3,0,1267.114094,0,1,3570,25.3945,81.8615
6925,2,1,0,2,0,1049.943246,0,0,6825,9.595891,76.528033
6926,2,0,0,1,0,664.9427410000002,1,1,6182,24.58333,73.68333
6927,0,1,0,2,0,720.0,0,0,1473,26.724219,88.326357
6928,1,0,1,1,0,690.0517539,1,1,3365,19.2836,72.8675
6929,1,0,0,4,0,3101.402373,1,1,2317,22.503995,75.718259
6930,1,0,0,2,0,1571.330117,1,1,5456,28.362327,76.979049
6931,1,0,0,3,0,1362.236437,1,1,5182,28.3967,77.32330999999998
6932,1,0,1,4,0,2230.483271,1,1,349,19.1336,72.812961
6933,1,0,0,2,0,984.0098401,1,1,2207,18.96,72.82
6934,1,0,0,2,0,1077.643909,1,1,2878,28.874383,77.113251
6935,1,0,0,3,0,1350.135014,1,1,6583,26.584047,74.864988
6936,2,0,1,3,0,1935.297516,1,1,6708,30.662283,76.822397
6937,2,0,0,1,0,444.0497336,1,1,5707,12.90015,80.22791
6938,1,1,1,2,0,1055.011304,0,1,5323,19.019169,73.01408599999998
6939,1,0,0,4,0,2420.135528,1,1,1712,19.126499,72.99956
6940,1,0,0,3,0,1910.142588,1,1,6708,30.662283,76.822397
6941,1,0,1,1,0,353.0349618,1,1,737,24.862517,78.28246700000003
6942,1,0,0,2,0,1165.048544,1,1,3162,19.1758,72.8643
6943,1,0,0,2,0,1179.245283,1,1,5898,23.126218,72.628827
6944,2,0,0,2,0,1199.776786,1,1,2365,9.930471,76.271273
6945,2,0,0,1,0,596.0022006,1,1,4697,18.812583,73.569627
6946,2,0,0,3,0,1517.869463,1,1,4823,18.450979,79.137811
6947,2,0,0,2,0,1050.0718470000004,1,1,3634,13.09,80.27
6948,2,0,0,2,0,804.7437526000001,1,0,691,12.959238,77.649208
6949,1,0,0,2,0,1032.14391,1,1,4743,22.54111,88.33778000000002
6950,1,1,1,2,0,1073.435625,0,1,1034,24.69028,78.41889
6951,1,1,1,2,0,1150.159744,0,1,6023,19.076057,73.097319
6952,2,0,0,1,0,666.0706303,1,1,2652,21.184449,78.957708
6953,1,0,0,2,0,1171.444322,1,1,3163,19.1849,72.8347
6954,2,1,1,3,0,1725.312145,0,1,1791,16.535675,80.58343599999998
6955,1,0,0,3,0,1350.074254,1,1,5358,30.739119,76.76778399999998
6956,1,0,1,3,0,1620.22035,1,1,5455,28.560719,77.386208
6957,1,0,1,2,0,1100.203114,1,1,6512,26.86056,80.91583
6958,1,0,0,3,0,1350.337584,1,1,6708,30.662283,76.822397
6959,1,1,1,2,0,513.3909472,0,0,4240,24.69028,78.41889
6960,2,0,1,2,0,820.1523139999998,1,1,6348,26.91868,75.750399
6961,1,0,0,3,0,1651.447445,1,1,2697,24.69028,78.41889
6962,1,1,1,1,0,196.9974866,0,1,762,19.147866,72.932609
6963,2,0,0,9,0,1313.580968,1,1,5972,13.055,77.5099
6964,2,0,0,2,0,750.0407631,1,1,4743,22.54111,88.33778000000002
6965,1,0,0,2,0,1195.219124,1,1,5447,28.577673,77.389781
6966,1,0,0,3,0,1320.132013,1,1,1236,28.629811,77.434197
6967,1,0,0,1,0,650.0365646,1,1,4100,19.002644,72.841275
6968,1,0,0,1,0,511.9453925,1,1,3830,22.5922,88.484911
6969,1,0,1,3,0,1571.980143,1,1,4839,12.86,77.786
6970,1,0,0,2,0,778.125,1,1,3779,22.680731,88.442807
6971,1,0,0,1,0,615.0386879,1,1,761,19.147866,72.932609
6972,1,0,0,2,0,1158.460902,1,1,5297,30.723966,76.766104
6973,2,0,0,3,0,1850.13876,1,1,6372,22.706116,73.11498
6974,1,1,1,1,0,649.9602802,0,1,1712,19.126499,72.99956
6975,1,1,0,3,0,1404.099972,0,1,6058,18.6182,73.7447
6976,2,0,0,2,0,1142.857143,1,1,4212,18.590034,73.821076
6977,2,0,0,2,0,500.0,1,1,1838,27.494145,77.465069
6978,2,0,0,2,0,904.2102289,1,1,201,15.479294,73.89546
6979,1,0,0,2,0,1120.029867,1,1,1076,19.05871,72.89969
6980,1,0,0,2,0,705.0765512,1,1,932,22.459169,88.36450500000002
6981,1,1,0,3,0,1268.07564,0,1,6104,13.055985,77.622157
6982,1,0,0,3,0,1575.157516,1,1,2348,12.995285,77.766797
6983,2,0,0,3,0,1983.20112,1,1,6689,17.776084,83.366665
6984,2,0,0,3,0,1721.97871,1,1,6104,13.055985,77.622157
6985,1,0,1,2,0,1139.963168,1,1,1947,12.928575,77.58572099999998
6986,2,1,0,3,0,1920.062696,0,1,545,9.594191,76.52426899999998
6987,2,0,0,1,0,450.1028807,1,1,6407,19.131055,74.751127
6988,2,0,0,4,0,2948.652771,1,1,131,28.9196,76.8972
6989,2,0,0,2,0,929.8564787,1,1,688,22.498882,88.31755600000002
6990,1,1,0,3,0,827.2351257,0,1,6305,22.67,88.35
6991,2,0,0,2,0,656.6604127999999,1,1,2919,28.467299,77.02889499999998
6992,2,0,0,2,0,1110.617503,1,1,6106,28.162032,76.811066
6993,1,1,1,2,0,1090.012048,0,1,2472,24.69028,78.41889
6994,2,0,0,1,0,861.0792193,1,1,247,23.228573,72.498701
6995,2,0,1,3,0,1340.206186,1,1,1534,12.840956,77.659441
6996,2,0,0,2,0,900.2057613,1,1,1415,22.4604,70.06145
6997,1,0,1,2,0,1130.014439,1,1,1836,19.0458,72.9128
6998,1,0,1,2,0,953.1752651,1,1,2487,19.221571,73.042474
6999,2,0,0,3,0,1357.027464,1,1,2063,3.160753,101.691405
7000,1,0,1,3,0,1756.0512579999993,1,1,1717,20.26895,85.763542
7001,2,0,0,2,0,1000.0,1,1,985,12.964266,77.585658
7002,1,0,1,3,0,1403.508772,1,0,1983,13.0306,77.6485
7003,1,0,0,3,0,1177.124546,1,1,6601,24.69028,78.41889
7004,2,0,1,3,0,1375.194603,1,1,4855,30.682453,76.75695999999998
7005,1,0,0,2,0,1047.668937,1,1,5315,19.038205,73.06612
7006,1,0,0,3,0,1413.944417,1,1,6198,26.776845,80.891536
7007,1,0,0,2,0,1190.103351,1,1,5776,23.35556,85.33471999999998
7008,2,0,0,2,0,1204.8658039999998,1,1,4327,12.863386,74.86977900000002
7009,1,0,0,2,0,845.1190065999998,1,1,3600,13.0166,80.18985
7010,0,0,1,2,0,960.0,1,0,4044,12.9381,77.7042
7011,1,0,0,2,0,1050.019091,1,1,1278,19.256471,72.868815
7012,2,0,0,2,0,1185.015291,1,1,2852,12.88784,77.654131
7013,1,0,1,1,0,925.1644737,1,1,2857,30.33,78.06
7014,2,0,0,4,0,999.0917348,1,1,3027,24.69405,84.985292
7015,1,0,1,2,0,1067.175916,1,1,5131,28.536585,77.383669
7016,2,0,0,2,0,810.9360518999998,1,1,3046,23.150823000000006,79.910276
7017,2,0,0,2,0,1150.133498,1,1,2397,10.982253,77.01169300000002
7018,2,0,1,2,0,1441.241685,1,1,5198,28.494868,77.410298
7019,2,0,0,2,0,975.0812568,1,1,2855,12.958996,74.80244300000003
7020,0,0,0,1,0,422.15336950000005,1,0,2035,22.75,77.72
7021,2,0,0,3,0,1480.263158,1,1,5530,12.96991,77.59796
7022,2,0,0,2,0,785.1934941000002,1,1,6280,12.86561,80.085466
7023,0,0,1,3,0,950.0,1,0,3988,25.61,85.14139
7024,1,0,0,2,0,1399.884148,1,1,1074,19.05871,72.89969
7025,1,1,1,1,0,447.0020038,0,0,4242,18.96667,72.83333
7026,1,0,0,2,0,1060.164325,1,1,2810,12.96991,77.59796
7027,1,0,1,2,0,968.1881051,1,1,1278,19.256471,72.868815
7028,1,0,1,2,0,844.8175722000002,1,1,599,19.05444,72.84056
7029,2,0,0,2,0,1700.037779,1,1,2154,26.832353,75.841749
7030,2,0,0,2,0,1500.0,1,1,2643,15.366381,75.151669
7031,2,0,0,1,0,399.920016,1,1,834,28.698133,77.335746
7032,1,0,1,3,0,2550.2550260000007,1,1,1907,18.49667,73.94167
7033,2,0,0,2,0,1100.034376,1,1,2627,22.3,73.2
7034,1,0,0,3,0,3016.591252,1,1,6863,28.415573,77.111387
7035,1,0,1,3,0,1000.0,1,1,5075,28.40473,77.367514
7036,1,1,1,1,0,550.0146671,0,1,300,19.1145,72.8712
7037,2,0,1,2,0,900.1823153999999,1,1,1440,13.184337,77.94370500000002
7038,1,0,0,2,0,1137.4876359999996,1,1,147,26.591483,76.110858
7039,1,0,1,2,0,1197.2975279999996,1,1,3255,19.239813,72.962722
7040,1,0,0,2,0,1120.065565,1,1,2555,24.6902,78.416
7041,1,0,0,2,0,1013.315279,1,1,1175,13.083275,77.628516
7042,1,1,1,2,0,564.9717513999999,0,1,570,24.69028,78.41889
7043,2,0,0,2,0,1170.874497,1,1,2154,26.832353,75.841749
7044,2,0,1,3,0,1399.906673,1,1,4422,26.900926,75.775927
7045,1,1,1,1,0,427.01322810000005,0,0,2479,19.1955,72.8728
7046,2,0,0,2,0,675.0675068,1,1,3228,22.835481,86.221099
7047,1,0,0,2,0,985.2941176,1,1,5349,28.553374,77.355611
7048,1,0,0,3,0,1592.273558,1,1,5165,28.506454,77.40956800000002
7049,2,0,0,1,0,510.0634133,1,1,1155,17.45,78.5
7050,2,0,0,3,0,1011.481684,1,1,408,26.724219,88.326357
7051,1,0,1,5,0,4888.888889,1,1,2135,26.91667,75.86667
7052,2,0,0,3,0,1948.717949,1,1,876,12.96991,77.59796
7053,2,1,1,2,0,1379.6875,0,1,5458,28.558047,77.392752
7054,2,0,0,2,0,849.7489377999998,1,1,320,28.66667,77.41667
7055,1,0,1,2,0,948.0314961,1,1,4422,26.900926,75.775927
7056,1,0,0,3,0,1750.1346260000007,1,1,3021,9.977968,76.28340899999998
7057,1,1,1,2,0,800.5634464,0,0,6624,18.5993,73.7625
7058,1,0,1,2,0,865.0519031,1,1,4206,18.486657,73.95330899999998
7059,2,0,0,3,0,1550.387597,1,1,4573,22.63472,75.81139
7060,1,0,0,2,0,1752.190238,1,1,1947,12.928575,77.58572099999998
7061,1,0,0,3,0,1400.560224,1,1,2516,22.55,72.9
7062,2,0,0,3,0,1795.1668579999996,1,1,6659,12.9958935,77.761394
7063,1,0,0,3,0,4000.0,1,1,5723,26.809242,75.741434
7064,1,0,0,2,0,969.9769053,1,1,4269,19.12,72.91
7065,1,0,1,3,0,1790.227464,1,1,876,12.96991,77.59796
7066,2,1,1,2,0,1182.108626,0,1,1795,26.851,81.0011
7067,1,0,0,4,0,4100.4613020000015,1,1,5512,28.518116,77.394085
7068,2,0,0,2,0,1125.04018,1,1,2605,12.932432,74.85364799999998
7069,1,1,1,2,0,1260.537304,0,1,3472,19.1759,72.9522
7070,2,0,1,3,0,1415.285079,1,1,6041,28.2102,76.8606
7071,1,0,0,3,0,1690.187069,1,1,6708,30.662283,76.822397
7072,1,1,1,2,0,757.626271,0,0,4086,18.966114,73.148278
7073,2,0,0,3,0,1097.092704,1,1,3935,12.913768,80.250567
7074,2,0,1,3,0,1680.2016239999996,1,1,5186,28.429614,77.481711
7075,1,0,0,3,0,2200.092635,1,1,5132,28.522192,77.03224300000002
7076,1,0,0,3,0,2478.26087,1,1,1719,19.078305,72.90593100000002
7077,2,0,0,2,0,1000.0,1,1,4331,20.93333,77.75
7078,2,0,0,3,0,1783.237567,1,1,400,28.285102,76.922584
7079,1,0,0,2,0,940.049663,1,1,5708,21.19233,79.062102
7080,1,0,0,2,0,874.2857142999999,1,1,932,22.459169,88.36450500000002
7081,2,0,0,2,0,1030.15546,1,1,5775,12.879728,77.650297
7082,1,0,1,3,0,1607.435757,1,1,6708,30.662283,76.822397
7083,1,0,0,3,0,1318.101933,1,1,2698,19.038205,73.06612
7084,1,0,0,3,0,1575.423395,1,1,1329,27.231058,78.005424
7085,1,0,0,3,0,1581.027668,1,1,6620,18.5823,73.983
7086,2,1,1,2,0,1133.144476,0,1,2029,13.0318,77.6583
7087,2,0,0,2,0,1089.517079,1,1,1421,21.142359,72.862596
7088,1,0,0,3,0,1953.973079,1,1,4311,22.56972,88.36972
7089,1,0,0,2,0,986.4536297,1,1,1101,28.57,77.32
7090,1,0,0,2,0,910.0566572,1,1,5131,28.536585,77.383669
7091,1,0,0,2,0,906.25,1,1,413,22.54111,88.33778000000002
7092,2,0,0,2,0,1454.0769369999996,1,1,6266,22.560951,88.495491
7093,1,1,1,1,0,640.0157542000002,0,1,1729,28.743724,76.81131500000002
7094,1,0,0,1,0,690.0212313999998,1,1,6020,18.96667,72.83333
7095,1,0,0,4,0,1400.017231,1,1,6533,19.102075,72.841149
7096,1,0,0,1,0,650.0458856,1,1,4913,19.0168,73.09646
7097,2,0,1,4,0,2271.788517,1,1,5165,28.506454,77.40956800000002
7098,0,1,1,2,0,600.5495224,0,0,5949,18.539812,73.737678
7099,1,0,1,3,0,1446.879643,1,1,1534,12.840956,77.659441
7100,1,0,0,2,0,734.9914741,1,1,1074,19.05871,72.89969
7101,1,0,1,3,0,1850.270424,1,1,2371,22.257554000000006,73.17045300000002
7102,1,0,0,2,0,1263.335205,1,1,5907,27.04965,80.851214
7103,0,1,1,3,0,145208.4295,0,0,1470,15.45056,73.80333
7104,1,0,0,3,0,2445.226917,1,1,6161,19.068492000000006,72.898896
7105,2,0,0,3,0,1549.053356,1,1,4189,12.9053,80.1986
7106,2,0,0,2,0,750.0,1,1,428,22.65,88.34
7107,1,0,1,2,0,1236.2849640000004,1,1,1713,19.126499,72.99956
7108,2,0,0,2,0,1195.028681,1,1,5186,28.429614,77.481711
7109,1,0,0,3,0,1910.181483,1,1,6708,30.662283,76.822397
7110,1,0,0,2,0,1300.236407,1,1,5977,50.817397,4.42145
7111,1,0,1,2,0,925.4302103,1,1,5187,28.44414,77.465898
7112,1,0,0,2,0,1049.798116,1,1,3424,23.398893,85.335374
7113,1,0,0,3,0,3702.221333,1,1,5415,28.403138,77.070052
7114,1,0,0,2,0,918.0504928,1,1,1461,19.2167,73.0833
7115,1,0,0,2,0,898.8235294,1,1,2594,13.042089,80.124264
7116,2,0,0,2,0,916.0864786,1,1,2890,17.7,83.25
7117,2,0,1,3,0,1365.546218,1,1,4667,21.08,72.88
7118,1,0,0,2,0,850.0,1,1,207,28.2102,76.8606
7119,2,0,1,2,0,1025.197628,1,1,725,21.080409,79.098334
7120,1,1,1,2,0,859.0081319,0,1,3474,19.1759,72.9522
7121,1,0,1,3,0,1232.009856,1,1,3472,19.1759,72.9522
7122,1,0,0,2,0,1095.092875,1,1,976,12.98556,77.66389000000002
7123,2,0,0,2,0,840.1551056,1,1,2561,22.519728,88.38573000000002
7124,1,0,0,3,0,1350.129199,1,1,3869,28.579004,77.431173
7125,2,0,0,3,0,1640.19337,1,1,1001,26.91667,75.86667
7126,2,0,0,2,0,1925.925926,1,1,5435,26.8626,75.7633
7127,1,0,0,4,0,4100.299637,1,1,5512,28.518116,77.394085
7128,2,1,0,1,0,700.152207,0,1,4536,21.2218,72.7954
7129,2,0,0,3,0,1150.180743,1,1,3092,22.175748,75.582163
7130,1,0,1,3,0,1998.119417,1,1,2770,12.8855,77.5638
7131,1,0,0,4,0,7268.214856,1,1,3870,28.429614,77.481711
7132,1,1,1,2,0,999.1235758,0,1,6624,18.5993,73.7625
7133,1,1,1,4,0,2170.186716,0,1,6708,30.662283,76.822397
7134,1,0,0,3,0,2745.1411,1,1,3520,18.475864,73.89000899999998
7135,1,0,0,2,0,900.0,1,1,1170,12.93739,80.13874
7136,1,1,1,2,0,579.017841,0,1,1820,19.161955,72.839616
7137,1,0,1,2,0,1085.121775,1,1,5198,28.494868,77.410298
7138,1,0,1,3,0,1040.9437890000004,1,1,6100,19.18,72.96333
7139,1,0,1,3,0,1774.193548,1,1,6348,26.91868,75.750399
7140,2,0,0,2,0,880.0603470000002,1,1,1642,23.2167,72.6833
7141,2,0,0,2,0,800.0,1,1,3480,25.476749,81.85470600000002
7142,1,0,1,2,0,619.3228737000002,1,1,3609,27.685618,85.325317
7143,2,0,1,2,0,545.0185306,1,1,1532,12.8458,77.6727
7144,1,0,0,2,0,750.0144234,1,1,1081,19.05871,72.89969
7145,2,0,0,3,0,1939.86421,1,1,1236,28.629811,77.434197
7146,1,0,0,2,0,1100.046318,1,1,1078,19.05871,72.89969
7147,2,0,0,1,0,510.02040080000006,1,1,2995,19.1955,72.8728
7148,1,0,1,1,0,750.1172058,1,1,6550,19.4559,72.8114
7149,2,0,0,2,0,800.0,1,1,5695,26.71876,75.900748
7150,1,0,1,3,0,1463.271876,1,1,4839,12.86,77.786
7151,2,0,1,2,0,892.8571429,1,1,1346,21.202573,81.675174
7152,1,1,0,5,0,8360.128617,0,1,3781,30.73528,76.79111
7153,2,0,0,2,0,1110.053917,1,1,5792,12.833224,80.210726
7154,0,1,0,2,0,593.4718101,0,0,1793,19.915811,74.86635799999998
7155,0,0,1,3,0,5840.071878,1,0,1794,21.0,77.0
7156,2,0,0,3,0,1800.450113,1,1,2578,29.253357,79.538288
7157,1,1,1,1,0,749.9829549,0,1,3950,20.597874,79.478219
7158,1,1,1,2,0,954.8971504,0,0,4264,13.03478,80.15586
7159,2,1,1,2,0,850.1594049,0,1,5163,28.5041,77.381557
7160,1,1,0,1,0,645.1612903,0,1,1421,21.142359,72.862596
7161,0,1,1,2,0,1047.7081380000004,0,0,2030,12.863589,77.656426
7162,2,0,0,3,0,1275.103602,1,1,4691,28.6711,77.3683
7163,2,0,0,3,0,1319.957761,1,1,2365,9.930471,76.271273
7164,2,0,0,1,0,575.1258088,1,1,3752,19.0284965,73.3192845
7165,1,1,0,3,0,1052.173913,0,1,4816,28.648586,77.302071
7166,1,0,1,3,0,1750.114138,1,1,5345,30.715967,76.755347
7167,1,0,0,3,0,1454.1765300000004,1,1,199,21.151992,72.81002
